layer,pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
attention,16,n<=32,sr>70%,kvB<=4k,kp<=4k,-0.0356,4
attention,16,n<=32,sr>70%,kvB<=4k,kp<=512,0.1763,4
attention,16,n<=32,sr>70%,kvB<=4k,kp<=8k,0.0239,4
attention,16,n<=32,sr>70%,kvB<=4k,kp=0,0.2382,4
attention,16,n<=4,sr<=40%,kvB<=16k,kp<=1k,0.3086,2
attention,16,n<=4,sr<=40%,kvB<=16k,kp<=2k,0.3095,2
attention,16,n<=4,sr<=40%,kvB<=16k,kp<=4k,0.3513,2
attention,16,n<=4,sr<=40%,kvB<=16k,kp<=512,0.3033,2
attention,16,n<=4,sr<=40%,kvB<=16k,kp<=8k,0.4625,2
attention,16,n<=4,sr<=40%,kvB<=16k,kp=0,0.3083,2
attention,16,n<=4,sr<=40%,kvB<=1k,kp<=1k,0.5178,2
attention,16,n<=4,sr<=40%,kvB<=1k,kp<=2k,0.4774,2
attention,16,n<=4,sr<=40%,kvB<=1k,kp<=4k,0.4485,2
attention,16,n<=4,sr<=40%,kvB<=1k,kp<=512,0.5231,2
attention,16,n<=4,sr<=40%,kvB<=1k,kp<=8k,0.4072,2
attention,16,n<=4,sr<=40%,kvB<=1k,kp=0,0.3944,2
attention,16,n<=4,sr<=40%,kvB<=4k,kp<=1k,0.3523,2
attention,16,n<=4,sr<=40%,kvB<=4k,kp<=2k,0.4858,2
attention,16,n<=4,sr<=40%,kvB<=4k,kp<=4k,0.1566,2
attention,16,n<=4,sr<=40%,kvB<=4k,kp<=512,0.3252,2
attention,16,n<=4,sr<=40%,kvB<=4k,kp<=8k,0.1424,2
attention,16,n<=4,sr<=40%,kvB<=4k,kp=0,0.3175,2
attention,16,n<=4,sr<=70%,kvB<=16k,kp<=1k,0.0871,2
attention,16,n<=4,sr<=70%,kvB<=16k,kp<=2k,0.1793,2
attention,16,n<=4,sr<=70%,kvB<=16k,kp<=4k,0.304,2
attention,16,n<=4,sr<=70%,kvB<=16k,kp<=512,0.041,2
attention,16,n<=4,sr<=70%,kvB<=16k,kp<=8k,0.3479,2
attention,16,n<=4,sr<=70%,kvB<=16k,kp=0,-0.0092,2
attention,16,n<=4,sr<=70%,kvB<=1k,kp<=1k,0.7537,2
attention,16,n<=4,sr<=70%,kvB<=1k,kp<=2k,0.7042,2
attention,16,n<=4,sr<=70%,kvB<=1k,kp<=4k,0.7493,2
attention,16,n<=4,sr<=70%,kvB<=1k,kp<=512,0.6389,2
attention,16,n<=4,sr<=70%,kvB<=1k,kp<=8k,0.7287,2
attention,16,n<=4,sr<=70%,kvB<=1k,kp=0,0.3269,2
attention,16,n<=4,sr<=70%,kvB<=4k,kp<=1k,0.3698,2
attention,16,n<=4,sr<=70%,kvB<=4k,kp<=2k,0.3984,2
attention,16,n<=4,sr<=70%,kvB<=4k,kp<=4k,0.8646,2
attention,16,n<=4,sr<=70%,kvB<=4k,kp<=512,0.2669,2
attention,16,n<=4,sr<=70%,kvB<=4k,kp<=8k,0.8732,2
attention,16,n<=4,sr<=70%,kvB<=4k,kp=0,0.0637,2
attention,16,n<=4,sr>70%,kvB<=16k,kp<=1k,0.9087,2
attention,16,n<=4,sr>70%,kvB<=16k,kp<=2k,0.9306,2
attention,16,n<=4,sr>70%,kvB<=16k,kp<=4k,0.9582,2
attention,16,n<=4,sr>70%,kvB<=16k,kp<=512,0.8722,2
attention,16,n<=4,sr>70%,kvB<=16k,kp<=8k,0.9746,2
attention,16,n<=4,sr>70%,kvB<=16k,kp=0,0.8651,2
attention,16,n<=4,sr>70%,kvB<=1k,kp<=1k,0.7899,2
attention,16,n<=4,sr>70%,kvB<=1k,kp<=2k,0.7745,2
attention,16,n<=4,sr>70%,kvB<=1k,kp<=4k,0.7406,2
attention,16,n<=4,sr>70%,kvB<=1k,kp<=512,0.8994,2
attention,16,n<=4,sr>70%,kvB<=1k,kp<=8k,0.7726,2
attention,16,n<=4,sr>70%,kvB<=1k,kp=0,0.9055,2
attention,16,n<=4,sr>70%,kvB<=4k,kp<=1k,0.9287,2
attention,16,n<=4,sr>70%,kvB<=4k,kp<=2k,0.9716,2
attention,16,n<=4,sr>70%,kvB<=4k,kp<=4k,0.928,2
attention,16,n<=4,sr>70%,kvB<=4k,kp<=512,0.94,2
attention,16,n<=4,sr>70%,kvB<=4k,kp<=8k,0.885,2
attention,16,n<=4,sr>70%,kvB<=4k,kp=0,0.9508,2
attention,16,n<=64,sr<=15%,kvB<=16k,kp<=1k,0.0477,4
attention,16,n<=64,sr<=15%,kvB<=16k,kp<=2k,0.0473,4
attention,16,n<=64,sr<=15%,kvB<=16k,kp<=4k,0.034,4
attention,16,n<=64,sr<=15%,kvB<=16k,kp<=512,0.0465,4
attention,16,n<=64,sr<=15%,kvB<=16k,kp<=8k,0.0282,4
attention,16,n<=64,sr<=15%,kvB<=16k,kp=0,0.0483,4
attention,16,n<=64,sr<=15%,kvB<=1k,kp<=1k,0.0713,4
attention,16,n<=64,sr<=15%,kvB<=1k,kp<=2k,0.0684,4
attention,16,n<=64,sr<=15%,kvB<=1k,kp<=4k,0.0702,4
attention,16,n<=64,sr<=15%,kvB<=1k,kp<=512,0.0842,4
attention,16,n<=64,sr<=15%,kvB<=1k,kp<=8k,0.0748,4
attention,16,n<=64,sr<=15%,kvB<=1k,kp=0,0.1012,4
attention,16,n<=64,sr<=15%,kvB<=4k,kp<=1k,0.0366,4
attention,16,n<=64,sr<=15%,kvB<=4k,kp<=2k,0.026,4
attention,16,n<=64,sr<=15%,kvB<=4k,kp<=4k,0.0102,4
attention,16,n<=64,sr<=15%,kvB<=4k,kp<=512,0.0388,4
attention,16,n<=64,sr<=15%,kvB<=4k,kp<=8k,0.0084,4
attention,16,n<=64,sr<=15%,kvB<=4k,kp=0,0.042,4
attention,16,n<=64,sr<=40%,kvB<=16k,kp<=1k,0.242,2
attention,16,n<=64,sr<=40%,kvB<=16k,kp<=2k,0.2352,2
attention,16,n<=64,sr<=40%,kvB<=16k,kp<=4k,0.1862,2
attention,16,n<=64,sr<=40%,kvB<=16k,kp<=512,0.2506,2
attention,16,n<=64,sr<=40%,kvB<=16k,kp<=8k,0.2149,2
attention,16,n<=64,sr<=40%,kvB<=16k,kp=0,0.2443,2
attention,16,n<=64,sr<=40%,kvB<=1k,kp<=1k,0.1012,2
attention,16,n<=64,sr<=40%,kvB<=1k,kp<=2k,0.1009,2
attention,16,n<=64,sr<=40%,kvB<=1k,kp<=4k,0.1124,2
attention,16,n<=64,sr<=40%,kvB<=1k,kp<=512,0.1224,2
attention,16,n<=64,sr<=40%,kvB<=1k,kp<=8k,0.12,2
attention,16,n<=64,sr<=40%,kvB<=1k,kp=0,0.1347,2
attention,16,n<=64,sr<=40%,kvB<=4k,kp<=1k,0.0163,2
attention,16,n<=64,sr<=40%,kvB<=4k,kp<=2k,0.0084,2
attention,16,n<=64,sr<=40%,kvB<=4k,kp<=4k,-0.0087,2
attention,16,n<=64,sr<=40%,kvB<=4k,kp<=512,0.0194,2
attention,16,n<=64,sr<=40%,kvB<=4k,kp<=8k,-0.0085,2
attention,16,n<=64,sr<=40%,kvB<=4k,kp=0,0.0223,2
attention,16,n<=64,sr<=5%,kvB<=16k,kp<=1k,0.03,6
attention,16,n<=64,sr<=5%,kvB<=16k,kp<=2k,0.0248,6
attention,16,n<=64,sr<=5%,kvB<=16k,kp<=4k,0.0107,6
attention,16,n<=64,sr<=5%,kvB<=16k,kp<=512,0.0304,6
attention,16,n<=64,sr<=5%,kvB<=16k,kp<=8k,0.0047,6
attention,16,n<=64,sr<=5%,kvB<=16k,kp=0,0.033,6
attention,16,n<=64,sr<=5%,kvB<=1k,kp<=1k,0.0209,6
attention,16,n<=64,sr<=5%,kvB<=1k,kp<=2k,0.0201,6
attention,16,n<=64,sr<=5%,kvB<=1k,kp<=4k,0.0159,6
attention,16,n<=64,sr<=5%,kvB<=1k,kp<=512,0.0352,6
attention,16,n<=64,sr<=5%,kvB<=1k,kp<=8k,0.0219,6
attention,16,n<=64,sr<=5%,kvB<=1k,kp=0,0.0512,6
attention,16,n<=64,sr<=5%,kvB<=4k,kp<=1k,0.0393,6
attention,16,n<=64,sr<=5%,kvB<=4k,kp<=2k,0.0278,6
attention,16,n<=64,sr<=5%,kvB<=4k,kp<=4k,0.014,6
attention,16,n<=64,sr<=5%,kvB<=4k,kp<=512,0.0417,6
attention,16,n<=64,sr<=5%,kvB<=4k,kp<=8k,0.0134,6
attention,16,n<=64,sr<=5%,kvB<=4k,kp=0,0.0441,6
attention,16,n<=64,sr<=70%,kvB<=16k,kp<=1k,1.5567,2
attention,16,n<=64,sr<=70%,kvB<=16k,kp<=2k,1.5447,2
attention,16,n<=64,sr<=70%,kvB<=16k,kp<=4k,1.1331,2
attention,16,n<=64,sr<=70%,kvB<=16k,kp<=512,1.5673,2
attention,16,n<=64,sr<=70%,kvB<=16k,kp<=8k,0.9808,2
attention,16,n<=64,sr<=70%,kvB<=16k,kp=0,1.5823,2
attention,16,n<=64,sr<=70%,kvB<=1k,kp<=1k,0.0438,2
attention,16,n<=64,sr<=70%,kvB<=1k,kp<=2k,0.0596,2
attention,16,n<=64,sr<=70%,kvB<=1k,kp<=4k,0.0509,2
attention,16,n<=64,sr<=70%,kvB<=1k,kp<=512,0.0529,2
attention,16,n<=64,sr<=70%,kvB<=1k,kp<=8k,0.054,2
attention,16,n<=64,sr<=70%,kvB<=1k,kp=0,0.0746,2
attention,16,n<=64,sr<=70%,kvB<=4k,kp<=1k,0.0011,2
attention,16,n<=64,sr<=70%,kvB<=4k,kp<=2k,-0.0117,2
attention,16,n<=64,sr<=70%,kvB<=4k,kp<=4k,-0.0205,2
attention,16,n<=64,sr<=70%,kvB<=4k,kp<=512,0.0002,2
attention,16,n<=64,sr<=70%,kvB<=4k,kp<=8k,-0.0219,2
attention,16,n<=64,sr<=70%,kvB<=4k,kp=0,-0.0018,2
attention,16,n<=64,sr>70%,kvB<=16k,kp<=1k,4.9195,4
attention,16,n<=64,sr>70%,kvB<=16k,kp<=2k,4.8835,4
attention,16,n<=64,sr>70%,kvB<=16k,kp<=4k,2.9001,4
attention,16,n<=64,sr>70%,kvB<=16k,kp<=512,4.941,4
attention,16,n<=64,sr>70%,kvB<=16k,kp<=8k,3.3211,4
attention,16,n<=64,sr>70%,kvB<=16k,kp=0,4.917,4
attention,16,n<=64,sr>70%,kvB<=1k,kp<=1k,0.2535,4
attention,16,n<=64,sr>70%,kvB<=1k,kp<=2k,0.2741,4
attention,16,n<=64,sr>70%,kvB<=1k,kp<=4k,0.2814,4
attention,16,n<=64,sr>70%,kvB<=1k,kp<=512,0.2688,4
attention,16,n<=64,sr>70%,kvB<=1k,kp<=8k,0.2868,4
attention,16,n<=64,sr>70%,kvB<=1k,kp=0,0.3055,4
attention,16,n<=64,sr>70%,kvB<=4k,kp<=1k,-0.1231,4
attention,16,n<=64,sr>70%,kvB<=4k,kp<=2k,-0.1081,4
attention,16,n<=64,sr>70%,kvB<=4k,kp<=4k,-0.1362,4
attention,16,n<=64,sr>70%,kvB<=4k,kp<=512,-0.1312,4
attention,16,n<=64,sr>70%,kvB<=4k,kp<=8k,-0.1817,4
attention,16,n<=64,sr>70%,kvB<=4k,kp=0,-0.1368,4
attention,16,n<=8,sr<=15%,kvB<=16k,kp<=1k,0.3142,2
attention,16,n<=8,sr<=15%,kvB<=16k,kp<=2k,0.285,2
attention,16,n<=8,sr<=15%,kvB<=16k,kp<=4k,0.2138,2
attention,16,n<=8,sr<=15%,kvB<=16k,kp<=512,0.3247,2
attention,16,n<=8,sr<=15%,kvB<=16k,kp<=8k,0.0915,2
attention,16,n<=8,sr<=15%,kvB<=16k,kp=0,0.2829,6
attention,16,n<=8,sr<=15%,kvB<=1k,kp<=1k,-0.0172,2
attention,16,n<=8,sr<=15%,kvB<=1k,kp<=2k,0.0828,2
attention,16,n<=8,sr<=15%,kvB<=1k,kp<=4k,0.0749,2
attention,16,n<=8,sr<=15%,kvB<=1k,kp<=512,0.1516,2
attention,16,n<=8,sr<=15%,kvB<=1k,kp<=8k,0.0894,2
attention,16,n<=8,sr<=15%,kvB<=1k,kp=0,0.3678,7
attention,16,n<=8,sr<=15%,kvB<=4k,kp<=1k,0.2171,2
attention,16,n<=8,sr<=15%,kvB<=4k,kp<=2k,0.083,2
attention,16,n<=8,sr<=15%,kvB<=4k,kp<=4k,-0.027,2
attention,16,n<=8,sr<=15%,kvB<=4k,kp<=512,0.2855,2
attention,16,n<=8,sr<=15%,kvB<=4k,kp<=8k,0.0095,2
attention,16,n<=8,sr<=15%,kvB<=4k,kp=0,0.3052,6
attention,16,n<=8,sr<=40%,kvB<=16k,kp<=1k,0.2998,4
attention,16,n<=8,sr<=40%,kvB<=16k,kp<=2k,0.3045,4
attention,16,n<=8,sr<=40%,kvB<=16k,kp<=4k,0.2442,4
attention,16,n<=8,sr<=40%,kvB<=16k,kp<=512,0.2836,4
attention,16,n<=8,sr<=40%,kvB<=16k,kp<=8k,0.0721,4
attention,16,n<=8,sr<=40%,kvB<=16k,kp=0,0.2611,4
attention,16,n<=8,sr<=40%,kvB<=1k,kp<=1k,-0.0534,4
attention,16,n<=8,sr<=40%,kvB<=1k,kp<=2k,0.0467,4
attention,16,n<=8,sr<=40%,kvB<=1k,kp<=4k,0.0445,4
attention,16,n<=8,sr<=40%,kvB<=1k,kp<=512,0.102,4
attention,16,n<=8,sr<=40%,kvB<=1k,kp<=8k,0.04,4
attention,16,n<=8,sr<=40%,kvB<=1k,kp=0,0.347,4
attention,16,n<=8,sr<=40%,kvB<=4k,kp<=1k,0.2153,4
attention,16,n<=8,sr<=40%,kvB<=4k,kp<=2k,0.0697,4
attention,16,n<=8,sr<=40%,kvB<=4k,kp<=4k,-0.1101,4
attention,16,n<=8,sr<=40%,kvB<=4k,kp<=512,0.2753,4
attention,16,n<=8,sr<=40%,kvB<=4k,kp<=8k,-0.0502,4
attention,16,n<=8,sr<=40%,kvB<=4k,kp=0,0.3182,4
attention,16,n<=8,sr<=70%,kvB<=16k,kp<=1k,0.2886,2
attention,16,n<=8,sr<=70%,kvB<=16k,kp<=2k,0.237,2
attention,16,n<=8,sr<=70%,kvB<=16k,kp<=4k,0.1414,2
attention,16,n<=8,sr<=70%,kvB<=16k,kp<=512,0.3003,2
attention,16,n<=8,sr<=70%,kvB<=16k,kp<=8k,0.0191,2
attention,16,n<=8,sr<=70%,kvB<=16k,kp=0,0.2997,6
attention,16,n<=8,sr<=70%,kvB<=1k,kp<=1k,-0.1901,2
attention,16,n<=8,sr<=70%,kvB<=1k,kp<=2k,-0.0566,2
attention,16,n<=8,sr<=70%,kvB<=1k,kp<=4k,-0.0305,2
attention,16,n<=8,sr<=70%,kvB<=1k,kp<=512,0.0596,2
attention,16,n<=8,sr<=70%,kvB<=1k,kp<=8k,-0.0446,2
attention,16,n<=8,sr<=70%,kvB<=1k,kp=0,0.3218,7
attention,16,n<=8,sr<=70%,kvB<=4k,kp<=1k,0.1173,2
attention,16,n<=8,sr<=70%,kvB<=4k,kp<=2k,0.0341,2
attention,16,n<=8,sr<=70%,kvB<=4k,kp<=4k,-0.2285,2
attention,16,n<=8,sr<=70%,kvB<=4k,kp<=512,0.1819,2
attention,16,n<=8,sr<=70%,kvB<=4k,kp<=8k,0.0066,2
attention,16,n<=8,sr<=70%,kvB<=4k,kp=0,0.3149,6
attention,16,n<=8,sr>70%,kvB<=16k,kp<=1k,0.8078,4
attention,16,n<=8,sr>70%,kvB<=16k,kp<=2k,0.7719,4
attention,16,n<=8,sr>70%,kvB<=16k,kp<=4k,0.4799,4
attention,16,n<=8,sr>70%,kvB<=16k,kp<=512,0.8433,4
attention,16,n<=8,sr>70%,kvB<=16k,kp<=8k,-0.1803,4
attention,16,n<=8,sr>70%,kvB<=16k,kp=0,0.8308,4
attention,16,n<=8,sr>70%,kvB<=1k,kp<=1k,-0.5538,4
attention,16,n<=8,sr>70%,kvB<=1k,kp<=2k,0.0709,4
attention,16,n<=8,sr>70%,kvB<=1k,kp<=4k,0.1927,4
attention,16,n<=8,sr>70%,kvB<=1k,kp<=512,-0.2324,4
attention,16,n<=8,sr>70%,kvB<=1k,kp<=8k,0.1976,4
attention,16,n<=8,sr>70%,kvB<=1k,kp=0,0.645,4
attention,16,n<=8,sr>70%,kvB<=4k,kp<=1k,0.3093,4
attention,16,n<=8,sr>70%,kvB<=4k,kp<=2k,-0.2493,4
attention,16,n<=8,sr>70%,kvB<=4k,kp<=4k,-0.7691,4
attention,16,n<=8,sr>70%,kvB<=4k,kp<=512,0.6302,4
attention,16,n<=8,sr>70%,kvB<=4k,kp<=8k,-0.2994,4
attention,16,n<=8,sr>70%,kvB<=4k,kp=0,0.8773,4
attention,32,n<=128,sr<=15%,kvB<=16k,kp<=1k,0.1036,4
attention,32,n<=128,sr<=15%,kvB<=16k,kp<=2k,0.0987,4
attention,32,n<=128,sr<=15%,kvB<=16k,kp<=4k,0.0979,4
attention,32,n<=128,sr<=15%,kvB<=16k,kp<=512,0.1043,4
attention,32,n<=128,sr<=15%,kvB<=16k,kp<=8k,0.102,4
attention,32,n<=128,sr<=15%,kvB<=16k,kp=0,0.096,4
attention,32,n<=128,sr<=15%,kvB<=1k,kp<=1k,0.0619,4
attention,32,n<=128,sr<=15%,kvB<=1k,kp<=2k,0.065,4
attention,32,n<=128,sr<=15%,kvB<=1k,kp<=4k,0.0708,4
attention,32,n<=128,sr<=15%,kvB<=1k,kp<=512,0.0621,4
attention,32,n<=128,sr<=15%,kvB<=1k,kp<=8k,0.0618,4
attention,32,n<=128,sr<=15%,kvB<=1k,kp=0,0.0668,4
attention,32,n<=128,sr<=15%,kvB<=4k,kp<=1k,0.0073,4
attention,32,n<=128,sr<=15%,kvB<=4k,kp<=2k,0.0046,4
attention,32,n<=128,sr<=15%,kvB<=4k,kp<=4k,0.0023,4
attention,32,n<=128,sr<=15%,kvB<=4k,kp<=512,0.0072,4
attention,32,n<=128,sr<=15%,kvB<=4k,kp<=8k,0.0038,4
attention,32,n<=128,sr<=15%,kvB<=4k,kp=0,0.0069,4
attention,32,n<=128,sr<=40%,kvB<=16k,kp<=1k,0.181,2
attention,32,n<=128,sr<=40%,kvB<=16k,kp<=2k,0.1585,2
attention,32,n<=128,sr<=40%,kvB<=16k,kp<=4k,0.1188,2
attention,32,n<=128,sr<=40%,kvB<=16k,kp<=512,0.1867,2
attention,32,n<=128,sr<=40%,kvB<=16k,kp<=8k,0.1594,2
attention,32,n<=128,sr<=40%,kvB<=16k,kp=0,0.1784,2
attention,32,n<=128,sr<=40%,kvB<=1k,kp<=1k,0.0962,2
attention,32,n<=128,sr<=40%,kvB<=1k,kp<=2k,0.1002,2
attention,32,n<=128,sr<=40%,kvB<=1k,kp<=4k,0.1082,2
attention,32,n<=128,sr<=40%,kvB<=1k,kp<=512,0.0998,2
attention,32,n<=128,sr<=40%,kvB<=1k,kp<=8k,0.1056,2
attention,32,n<=128,sr<=40%,kvB<=1k,kp=0,0.1055,2
attention,32,n<=128,sr<=40%,kvB<=4k,kp<=1k,-0.0183,2
attention,32,n<=128,sr<=40%,kvB<=4k,kp<=2k,-0.0207,2
attention,32,n<=128,sr<=40%,kvB<=4k,kp<=4k,-0.0273,2
attention,32,n<=128,sr<=40%,kvB<=4k,kp<=512,-0.0195,2
attention,32,n<=128,sr<=40%,kvB<=4k,kp<=8k,-0.0232,2
attention,32,n<=128,sr<=40%,kvB<=4k,kp=0,-0.0188,2
attention,32,n<=128,sr<=5%,kvB<=16k,kp<=1k,0.0159,8
attention,32,n<=128,sr<=5%,kvB<=16k,kp<=2k,0.02,8
attention,32,n<=128,sr<=5%,kvB<=16k,kp<=4k,0.0163,8
attention,32,n<=128,sr<=5%,kvB<=16k,kp<=512,0.0143,8
attention,32,n<=128,sr<=5%,kvB<=16k,kp<=8k,0.0131,8
attention,32,n<=128,sr<=5%,kvB<=16k,kp=0,0.0138,8
attention,32,n<=128,sr<=5%,kvB<=1k,kp<=1k,0.0041,8
attention,32,n<=128,sr<=5%,kvB<=1k,kp<=2k,0.0025,8
attention,32,n<=128,sr<=5%,kvB<=1k,kp<=4k,0.0094,8
attention,32,n<=128,sr<=5%,kvB<=1k,kp<=512,0.0069,8
attention,32,n<=128,sr<=5%,kvB<=1k,kp<=8k,0.0086,8
attention,32,n<=128,sr<=5%,kvB<=1k,kp=0,0.0145,8
attention,32,n<=128,sr<=5%,kvB<=4k,kp<=1k,0.0096,8
attention,32,n<=128,sr<=5%,kvB<=4k,kp<=2k,0.0066,8
attention,32,n<=128,sr<=5%,kvB<=4k,kp<=4k,0.0045,8
attention,32,n<=128,sr<=5%,kvB<=4k,kp<=512,0.0097,8
attention,32,n<=128,sr<=5%,kvB<=4k,kp<=8k,0.0073,8
attention,32,n<=128,sr<=5%,kvB<=4k,kp=0,0.0097,8
attention,32,n<=128,sr<=70%,kvB<=16k,kp<=1k,0.3202,2
attention,32,n<=128,sr<=70%,kvB<=16k,kp<=2k,0.2031,2
attention,32,n<=128,sr<=70%,kvB<=16k,kp<=4k,0.1452,2
attention,32,n<=128,sr<=70%,kvB<=16k,kp<=512,0.2784,2
attention,32,n<=128,sr<=70%,kvB<=16k,kp<=8k,0.229,2
attention,32,n<=128,sr<=70%,kvB<=16k,kp=0,0.2194,2
attention,32,n<=128,sr<=70%,kvB<=1k,kp<=1k,0.021,2
attention,32,n<=128,sr<=70%,kvB<=1k,kp<=2k,0.0258,2
attention,32,n<=128,sr<=70%,kvB<=1k,kp<=4k,0.041,2
attention,32,n<=128,sr<=70%,kvB<=1k,kp<=512,0.0117,2
attention,32,n<=128,sr<=70%,kvB<=1k,kp<=8k,0.0353,2
attention,32,n<=128,sr<=70%,kvB<=1k,kp=0,0.004,2
attention,32,n<=128,sr<=70%,kvB<=4k,kp<=1k,-0.003,2
attention,32,n<=128,sr<=70%,kvB<=4k,kp<=2k,-0.0713,2
attention,32,n<=128,sr<=70%,kvB<=4k,kp<=4k,-0.0069,2
attention,32,n<=128,sr<=70%,kvB<=4k,kp<=512,-0.0371,2
attention,32,n<=128,sr<=70%,kvB<=4k,kp<=8k,-0.0707,2
attention,32,n<=128,sr<=70%,kvB<=4k,kp=0,-0.0096,2
attention,32,n<=128,sr>70%,kvB<=16k,kp<=1k,0.408,4
attention,32,n<=128,sr>70%,kvB<=16k,kp<=2k,0.3364,4
attention,32,n<=128,sr>70%,kvB<=16k,kp<=4k,0.2643,4
attention,32,n<=128,sr>70%,kvB<=16k,kp<=512,0.3891,4
attention,32,n<=128,sr>70%,kvB<=16k,kp<=8k,0.253,4
attention,32,n<=128,sr>70%,kvB<=16k,kp=0,0.3678,4
attention,32,n<=128,sr>70%,kvB<=1k,kp<=1k,0.2945,4
attention,32,n<=128,sr>70%,kvB<=1k,kp<=2k,0.3043,4
attention,32,n<=128,sr>70%,kvB<=1k,kp<=4k,0.3226,4
attention,32,n<=128,sr>70%,kvB<=1k,kp<=512,0.2832,4
attention,32,n<=128,sr>70%,kvB<=1k,kp<=8k,0.3386,4
attention,32,n<=128,sr>70%,kvB<=1k,kp=0,0.2653,4
attention,32,n<=128,sr>70%,kvB<=4k,kp<=1k,-0.5618,4
attention,32,n<=128,sr>70%,kvB<=4k,kp<=2k,-0.6074,4
attention,32,n<=128,sr>70%,kvB<=4k,kp<=4k,-0.5588,4
attention,32,n<=128,sr>70%,kvB<=4k,kp<=512,-0.6051,4
attention,32,n<=128,sr>70%,kvB<=4k,kp<=8k,-0.7442,4
attention,32,n<=128,sr>70%,kvB<=4k,kp=0,-0.6217,4
attention,32,n<=16,sr<=15%,kvB<=16k,kp<=1k,0.1409,4
attention,32,n<=16,sr<=15%,kvB<=16k,kp<=2k,0.148,4
attention,32,n<=16,sr<=15%,kvB<=16k,kp<=4k,0.1492,4
attention,32,n<=16,sr<=15%,kvB<=16k,kp<=512,0.1379,4
attention,32,n<=16,sr<=15%,kvB<=16k,kp<=8k,0.0802,4
attention,32,n<=16,sr<=15%,kvB<=16k,kp=0,0.1302,4
attention,32,n<=16,sr<=15%,kvB<=1k,kp<=1k,0.0372,4
attention,32,n<=16,sr<=15%,kvB<=1k,kp<=2k,0.0757,4
attention,32,n<=16,sr<=15%,kvB<=1k,kp<=4k,0.0983,4
attention,32,n<=16,sr<=15%,kvB<=1k,kp<=512,0.1412,4
attention,32,n<=16,sr<=15%,kvB<=1k,kp<=8k,0.0908,4
attention,32,n<=16,sr<=15%,kvB<=1k,kp=0,0.2082,4
attention,32,n<=16,sr<=15%,kvB<=4k,kp<=1k,0.1641,4
attention,32,n<=16,sr<=15%,kvB<=4k,kp<=2k,0.0953,4
attention,32,n<=16,sr<=15%,kvB<=4k,kp<=4k,0.0047,4
attention,32,n<=16,sr<=15%,kvB<=4k,kp<=512,0.1657,4
attention,32,n<=16,sr<=15%,kvB<=4k,kp<=8k,0.0215,4
attention,32,n<=16,sr<=15%,kvB<=4k,kp=0,0.1445,4
attention,32,n<=16,sr<=40%,kvB<=16k,kp<=1k,0.1115,4
attention,32,n<=16,sr<=40%,kvB<=16k,kp<=2k,0.1169,4
attention,32,n<=16,sr<=40%,kvB<=16k,kp<=4k,0.1391,4
attention,32,n<=16,sr<=40%,kvB<=16k,kp<=512,0.1094,4
attention,32,n<=16,sr<=40%,kvB<=16k,kp<=8k,0.1095,4
attention,32,n<=16,sr<=40%,kvB<=16k,kp=0,0.1079,4
attention,32,n<=16,sr<=40%,kvB<=1k,kp<=1k,0.0285,4
attention,32,n<=16,sr<=40%,kvB<=1k,kp<=2k,0.0787,4
attention,32,n<=16,sr<=40%,kvB<=1k,kp<=4k,0.1113,4
attention,32,n<=16,sr<=40%,kvB<=1k,kp<=512,0.1704,4
attention,32,n<=16,sr<=40%,kvB<=1k,kp<=8k,0.1051,4
attention,32,n<=16,sr<=40%,kvB<=1k,kp=0,0.2061,4
attention,32,n<=16,sr<=40%,kvB<=4k,kp<=1k,0.1586,4
attention,32,n<=16,sr<=40%,kvB<=4k,kp<=2k,0.1226,4
attention,32,n<=16,sr<=40%,kvB<=4k,kp<=4k,-0.0452,4
attention,32,n<=16,sr<=40%,kvB<=4k,kp<=512,0.146,4
attention,32,n<=16,sr<=40%,kvB<=4k,kp<=8k,0.0065,4
attention,32,n<=16,sr<=40%,kvB<=4k,kp=0,0.1305,4
attention,32,n<=16,sr<=70%,kvB<=16k,kp<=1k,0.0916,2
attention,32,n<=16,sr<=70%,kvB<=16k,kp<=2k,0.099,2
attention,32,n<=16,sr<=70%,kvB<=16k,kp<=4k,0.118,2
attention,32,n<=16,sr<=70%,kvB<=16k,kp<=512,0.0876,2
attention,32,n<=16,sr<=70%,kvB<=16k,kp<=8k,0.1368,2
attention,32,n<=16,sr<=70%,kvB<=16k,kp=0,0.0912,2
attention,32,n<=16,sr<=70%,kvB<=1k,kp<=1k,0.04,2
attention,32,n<=16,sr<=70%,kvB<=1k,kp<=2k,-0.0024,2
attention,32,n<=16,sr<=70%,kvB<=1k,kp<=4k,0.0957,2
attention,32,n<=16,sr<=70%,kvB<=1k,kp<=512,0.1932,2
attention,32,n<=16,sr<=70%,kvB<=1k,kp<=8k,0.1057,2
attention,32,n<=16,sr<=70%,kvB<=1k,kp=0,0.1926,2
attention,32,n<=16,sr<=70%,kvB<=4k,kp<=1k,0.1458,2
attention,32,n<=16,sr<=70%,kvB<=4k,kp<=2k,0.1527,2
attention,32,n<=16,sr<=70%,kvB<=4k,kp<=4k,-0.0561,2
attention,32,n<=16,sr<=70%,kvB<=4k,kp<=512,0.1345,2
attention,32,n<=16,sr<=70%,kvB<=4k,kp<=8k,-0.083,2
attention,32,n<=16,sr<=70%,kvB<=4k,kp=0,0.1066,2
